121|08/06/2000|999|2|10|12.8
121|15/06/2000|999|3|10.22|12.8
122|11/05/2000|999|4|19.62|22.12
123|22/05/2000|999|3|45.79|57.41
123|31/05/2000|999|2|45.48|58.21
123|11/06/2000|999|2|45.48|58.21
124|04/05/2000|999|3|17.4|22.12
125|11/04/2000|999|2|14.54|16.29
125|29/05/2000|999|3|14.87|16.29
126|01/06/2000|999|2|26.38|29.94
127|27/04/2000|999|3|33.9|41.02
128|05/04/2000|999|2|25.46|31.47
128|09/04/2000|999|2|25.46|31.47
128|29/04/2000|999|2|25.46|31.47
128|31/05/2000|999|3|26.04|31.47
130|31/05/2000|999|3|83.66|99.78
130|11/06/2000|999|2|81.86|101.18
130|22/06/2000|999|2|81.86|99.78
131|06/04/2000|999|2|17.28|21.06
131|15/04/2000|999|3|17.4|21.35
131|18/04/2000|999|2|17.28|21.06
131|27/05/2000|999|3|17.4|21.35
133|06/05/2000|999|3|28.39|34.85
133|22/05/2000|999|3|28.39|34.85
133|15/06/2000|999|2|28.69|34.48
134|06/05/2000|999|3|19.23|23.6
134|15/06/2000|999|3|19.51|23.6
135|15/04/2000|999|2|45.48|56.2
135|01/05/2000|999|3|45.79|56.2
135|27/05/2000|999|2|45.48|56.2
138|02/04/2000|999|3|65.27|77.87
138|06/04/2000|999|3|64.13|77.61
138|08/04/2000|999|3|64.13|77.61
138|18/06/2000|999|2|63.68|78.7
139|02/04/2000|999|2|17.28|22.17
139|11/06/2000|999|2|17.28|22.47
140|03/04/2000|999|2|26.38|33.37
140|03/05/2000|999|3|26.1|33.72
140|18/06/2000|999|2|25.91|33.25
140|18/06/2000|999|3|26.5|33.72
141|16/05/2000|999|3|26.1|33.25
141|03/06/2000|999|2|25.91|33.72
142|06/05/2000|999|3|17.4|22.47
142|16/05/2000|999|3|17.4|22.47
142|06/06/2000|999|3|17.65|22.47
144|18/06/2000|999|2|6.9|8.77
145|03/05/2000|999|3|11.3|14.6
145|03/06/2000|999|3|11.46|14.4
146|18/06/2000|999|3|10.57|13.48
148|18/06/2000|999|3|18.54|23.27
15|30/06/2000|999|2|909.68|989.99
16|26/04/2000|999|2|272.9|305.97
26|16/06/2000|999|2|136.44|160.37
44|22/05/2000|999|2|40.92|48.78
114|08/06/2000|999|2|17.28|21.35
120|28/04/2000|999|3|6.4|8.14
13|13/06/2000|999|3|837.81|1058.14
13|28/06/2000|999|2|820.2|1049.83
15|10/04/2000|999|2|909.68|989.99
15|10/05/2000|999|2|909.68|1003.85
16|03/05/2000|999|3|274.82|305.97
20|26/06/2000|999|2|545.81|602.31
21|16/05/2000|999|4|1027.31|1148.39
22|26/05/2000|999|2|22.78|26.34
26|12/04/2000|999|3|137.4|162.62
30|26/04/2000|999|3|9.16|10.68
31|18/06/2000|999|3|8.26|9.47
31|03/06/2000|999|3|8.37|9.35
36|16/06/2000|999|2|40.92|50.13
37|25/04/2000|999|3|50.37|60.43
38|31/05/2000|999|2|27.77|33.08
38|22/06/2000|999|2|27.77|33.08
39|26/04/2000|999|2|31.82|38.99
41|01/05/2000|999|3|41.2|48.1
42|22/04/2000|999|3|41.2|48.1
48|15/06/2000|999|2|10.91|12.82
115|04/05/2000|999|2|8.19|10.11
115|30/05/2000|999|2|8.19|10.11
118|23/05/2000|999|3|7.32|8.99
118|27/05/2000|999|3|7.32|8.99
119|18/04/2000|999|3|6.4|7.86
119|14/05/2000|999|3|6.4|7.86
119|01/06/2000|999|3|6.5|7.75
121|11/05/2000|999|2|10|12.8
121|18/05/2000|999|2|10|12.8
121|24/05/2000|999|3|10.06|12.62
121|06/06/2000|999|3|10.22|12.8
123|05/04/2000|999|3|45.79|58.21
123|27/04/2000|999|3|45.79|57.41
123|29/06/2000|999|3|46.47|57.41
125|27/06/2000|999|2|14.54|16.51
127|24/05/2000|999|3|33.9|41.02
130|11/06/2000|999|3|83.66|101.18
131|15/06/2000|999|2|17.28|21.35
134|05/04/2000|999|3|19.23|23.27
144|06/05/2000|999|3|6.96|8.99
145|02/06/2000|999|3|11.46|14.4
146|11/06/2000|999|3|10.57|13.3
13|26/04/2000|999|3|825.67|1055.31
13|28/04/2000|999|2|820.04|1037.93
13|16/06/2000|999|3|837.81|1058.14
13|26/06/2000|999|4|922.38|1037.16
17|10/06/2000|999|3|1022.73|1334.02
18|23/04/2000|999|2|1182.59|1576.57
18|07/05/2000|999|3|1212.36|1582.08
18|21/05/2000|999|2|1182.59|1598.63
19|30/06/2000|999|3|52.06|59.92
20|26/04/2000|999|3|549.65|602.31
21|16/04/2000|999|2|820.31|1065.19
21|20/04/2000|999|3|950.22|1148.39
21|20/05/2000|999|4|1045.79|1152.41
21|03/06/2000|999|3|855.19|1050.48
21|23/06/2000|999|3|950.22|1148.39
22|10/04/2000|999|2|22.78|26.34
22|14/04/2000|999|2|22.78|26.34
22|12/06/2000|999|3|23.27|26.34
23|17/04/2000|999|3|20.14|23.19
23|25/04/2000|999|3|20.14|23.19
23|13/05/2000|999|3|20.14|23.51
23|02/06/2000|999|3|20.44|23.51
24|12/04/2000|999|2|41.84|48.33
24|20/05/2000|999|3|42.13|48.33
25|20/04/2000|999|3|103.5|122.5
25|08/05/2000|999|3|103.5|122.5
25|23/05/2000|999|3|103.5|122.5
27|08/05/2000|999|3|41.2|48.09
27|25/05/2000|999|2|40.92|48.09
