35|16/08/1998|350|4|43.7|57.79
35|20/08/1998|350|3|47.07|54.45
35|28/08/1998|350|2|45.15|53.7
35|02/09/1998|999|4|43|57.22
35|03/09/1998|999|3|43|57.79
35|06/09/1998|999|4|43.06|57.16
35|08/09/1998|999|3|43|57.79
36|18/08/1998|350|2|40.4|52.01
36|02/09/1998|999|2|39.19|51.29
36|18/09/1998|999|3|38.69|52.01
37|24/08/1998|350|2|49.68|59.91
37|28/08/1998|350|4|47.44|59.08
37|05/09/1998|999|3|48.14|62.91
37|05/09/1998|999|4|46.63|63.57
38|16/08/1998|350|4|26.22|34.67
38|22/08/1998|350|4|26.22|34.67
39|01/07/1998|999|2|31.43|40.45
39|05/08/1998|350|4|31.03|40.05
39|06/09/1998|999|4|29.68|39.89
39|13/09/1998|999|2|31.03|40.03
39|13/09/1998|999|3|30.09|39.89
39|26/09/1998|999|4|30.1|40.05
40|07/07/1998|999|3|39.88|49.49
40|13/07/1998|999|2|40.64|47.45
40|12/08/1998|350|3|40.12|47.45
40|20/08/1998|350|3|39.88|49.49
41|04/07/1998|999|4|38.81|47.45
41|10/07/1998|999|3|40.12|46.79
41|10/08/1998|350|3|40.12|46.79
41|13/08/1998|350|2|40.64|47.45
41|20/08/1998|350|3|40.12|47.45
42|04/07/1998|999|2|40.64|47.45
42|07/07/1998|999|4|39.51|46.95
42|13/07/1998|999|4|38.81|47.45
42|24/07/1998|999|2|40.64|46.79
42|24/07/1998|999|4|38.81|46.79
42|12/09/1998|999|2|40.13|46.95
42|26/09/1998|999|4|38.18|46.98
43|10/07/1998|999|4|39.51|46.95
43|24/08/1998|350|4|38.81|46.79
43|17/09/1998|999|3|38.92|47.45
44|10/08/1998|350|3|40.12|47.45
44|12/08/1998|350|3|40.12|47.45
44|04/09/1998|999|2|39.41|47.45
44|22/09/1998|999|2|39.41|47.45
45|07/07/1998|999|4|39.51|46.95
45|20/07/1998|999|4|38.81|46.79
45|09/08/1998|350|4|39.51|46.95
45|19/08/1998|350|3|40.12|47.45
46|20/07/1998|999|2|20.66|24.83
46|20/08/1998|350|2|20.66|25.18
46|16/09/1998|999|4|19.78|24.93
47|20/07/1998|999|4|25.02|29.89
47|24/07/1998|999|4|25.02|29.89
47|20/08/1998|350|3|26.32|30.49
48|07/09/1998|999|3|10.5|13
113|18/07/1998|999|3|20.76|27.22
113|23/07/1998|999|3|20.39|27.51
113|02/08/1998|350|3|20.39|27.51
113|07/08/1998|350|3|20.39|27.51
113|23/08/1998|350|3|20.39|27.51
113|24/08/1998|350|3|20.39|27.51
113|29/08/1998|350|2|20.77|23.78
114|11/08/1998|350|2|17.05|22.72
114|04/09/1998|999|3|16.32|22.72
114|05/09/1998|999|3|16.63|22.49
115|07/09/1998|999|3|7.77|9.3
116|15/07/1998|999|2|10.77|14.35
116|03/08/1998|350|2|10.83|12.4
116|05/08/1998|350|4|10.35|12.4
116|21/08/1998|350|3|10.7|12.4
116|29/08/1998|350|2|10.91|14.21
116|04/09/1998|999|3|10.31|14.35
116|24/09/1998|999|3|10.31|14.15
117|20/07/1998|999|2|8.07|10.76
117|28/08/1998|350|2|8.07|10.76
117|19/09/1998|999|4|7.52|9.3
117|26/09/1998|999|3|7.73|10.76
118|10/09/1998|999|3|432.55|544.49
118|19/09/1998|999|2|438.09|552.11
118|19/09/1998|999|3|432.55|552.11
119|06/07/1998|999|2|6.37|8.28
119|11/09/1998|999|2|6.11|7.13
119|27/09/1998|999|3|6.05|7.13
120|16/09/1998|999|3|6.02|9
120|29/09/1998|999|3|6.02|8.88
123|29/08/1998|350|3|44.33|63.49
123|31/08/1998|350|3|44.33|64.38
123|22/09/1998|999|3|43|63.49
125|11/07/1998|999|3|14.17|16.61
125|24/08/1998|350|3|14.27|16.59
125|01/09/1998|999|4|13.56|16.84
125|11/09/1998|999|2|14.01|16.36
125|11/09/1998|999|4|13.38|16.36
125|15/09/1998|999|2|14.01|16.36
126|05/07/1998|999|2|26.19|29.66
126|15/07/1998|999|3|25.7|30.12
126|24/07/1998|999|3|25.85|30.08
126|31/07/1998|999|4|25.02|29.66
126|09/08/1998|350|4|25.02|30.08
126|04/09/1998|999|4|24.26|30.08
126|27/09/1998|999|4|24.26|30.08
127|09/07/1998|999|4|31.92|38.67
127|14/07/1998|999|3|1035.87|1282.7
127|29/07/1998|999|2|33.41|38.14
127|04/08/1998|350|3|34.83|38.67
127|18/08/1998|350|3|32.8|51.39
127|27/09/1998|999|3|31.81|51.39
128|22/07/1998|999|2|25.29|28.86
128|31/07/1998|999|3|25.27|38.48
128|22/08/1998|350|4|24.15|29.26
128|06/09/1998|999|2|24.54|29.26
128|18/09/1998|999|3|24.08|38.35
129|22/07/1998|999|3|172.12|198.97
129|24/07/1998|999|2|174.33|201.76
129|31/07/1998|999|4|166.51|201.76
129|22/08/1998|350|3|172.12|201.76
130|01/07/1998|999|3|80.26|94.08
130|04/08/1998|350|2|81.3|92.78
130|29/08/1998|350|4|77.65|94.08
130|01/09/1998|999|3|77.39|123.29
130|22/09/1998|999|2|78.39|123.29
130|22/09/1998|999|3|77.39|125.02
131|18/07/1998|999|2|17.05|26.02
131|29/09/1998|999|3|16.63|26.11
132|15/07/1998|999|3|22.14|34.24
133|18/07/1998|999|3|27.48|43.05
133|24/07/1998|999|3|27.48|43.05
133|22/09/1998|999|3|26.66|43.05
140|18/08/1998|350|2|26.93|41.09
140|27/09/1998|999|3|25.79|41.09
146|08/07/1998|999|3|10.63|16.43
146|23/08/1998|350|3|10.63|16.43
148|02/07/1998|999|3|18.62|28.76
18|16/08/1998|350|2|1169.71|1632.79
26|07/08/1998|350|3|134.84|167.91
38|12/07/1998|999|3|26.59|34.67
40|12/09/1998|999|2|39.41|47.45
43|20/07/1998|999|4|39.51|46.95
15|20/08/1998|350|3|904.33|1003.99
15|28/08/1998|350|4|874.88|1003.99
18|21/09/1998|999|2|1134.62|1632.79
19|10/09/1998|999|3|48.15|61.22
21|08/08/1998|350|3|802.67|1067.73
21|16/08/1998|350|4|776.52|1067.73
23|13/07/1998|999|3|19.49|23.75
23|28/07/1998|999|3|19.49|24.08
23|21/08/1998|350|2|19.75|24.08
24|20/08/1998|350|3|40.77|49.34
26|02/07/1998|999|3|134.84|167.91
26|16/07/1998|999|3|135.37|167.83
26|21/08/1998|350|3|132.98|167.24
29|28/08/1998|350|4|431.39|552.11
29|26/09/1998|999|2|438.09|544.49
30|10/08/1998|350|3|8.86|10.79
31|20/07/1998|999|2|8.07|9.71
31|16/08/1998|350|2|8.07|9.85
31|08/09/1998|999|3|7.73|9.85
34|18/09/1998|999|4|34.51|45.75
34|28/09/1998|999|2|34.83|45.59
37|15/07/1998|999|3|51.78|59.08
37|13/09/1998|999|2|47.9|62.69
38|04/07/1998|999|2|26.93|34.67
42|26/09/1998|999|2|39.41|47.45
43|19/08/1998|350|2|41.21|46.98
44|19/09/1998|999|4|37.65|47.45
45|22/09/1998|999|3|38.92|47.45
46|05/08/1998|350|4|20.1|25.18
114|07/08/1998|350|3|16.83|22.72
116|09/08/1998|350|4|10.35|12.23
118|26/08/1998|350|4|431.39|552.11
119|19/09/1998|999|2|6.09|8.37
123|04/09/1998|999|2|43.54|64.38
125|27/08/1998|350|2|14.45|16.59
126|18/07/1998|999|3|25.85|30.08
129|05/07/1998|999|2|174.33|198.97
129|24/07/1998|999|3|172.12|201.76
130|29/08/1998|350|2|81.3|94.08
130|27/09/1998|999|2|78.39|123.29
132|06/09/1998|999|3|21.48|34.72
146|27/07/1998|999|3|10.63|16.43
13|20/07/1998|999|3|797.91|1205.99
14|05/08/1998|350|2|898.01|1257.35
14|19/08/1998|350|4|862.8|1108.99
14|10/09/1998|999|3|859.97|1239.99
15|10/08/1998|350|2|903.29|999.99
15|19/08/1998|350|3|891.85|1013.99
15|23/08/1998|350|4|862.8|1013.99
15|23/09/1998|999|3|865.09|1013.99
17|10/07/1998|999|2|987.82|1495.99
17|25/07/1998|999|2|987.82|1516.93
18|16/07/1998|999|3|1154.83|1632.79
18|20/07/1998|999|4|1121.64|1463.19
18|10/08/1998|350|2|1190.76|1638.5
18|16/08/1998|350|3|1154.83|1632.79
18|10/09/1998|999|3|1140.35|1638.5
18|16/09/1998|999|4|1088|1442.99
18|17/09/1998|999|4|1099.09|1632.79
18|27/09/1998|999|2|1132.39|1702.99
18|27/09/1998|999|3|1138.09|1708.95
19|19/07/1998|999|3|50.52|61.43
19|30/07/1998|999|3|49.64|62.08
20|13/08/1998|350|3|541.52|602.09
20|16/08/1998|350|3|531.94|599.99
20|07/09/1998|999|3|515.98|608.39
21|13/07/1998|999|2|812.97|1067.73
21|10/08/1998|350|4|776.52|1052.99
22|07/07/1998|999|2|22.99|26.28
22|10/07/1998|999|4|21.95|26.28
22|13/07/1998|999|4|21.56|26.56
22|19/07/1998|999|3|22.29|26.19
22|20/07/1998|999|3|22.29|26.56
22|12/09/1998|999|2|21.91|26.56
22|20/09/1998|999|3|21.61|26.56
22|26/09/1998|999|2|21.91|26.19
22|26/09/1998|999|3|22|26.28
23|19/07/1998|999|3|19.49|24.08
23|30/07/1998|999|2|19.75|24.08
23|13/08/1998|350|2|19.75|24.08
23|17/08/1998|350|3|19.49|24.08
23|17/09/1998|999|2|19.42|23.85
23|19/09/1998|999|3|18.91|24.08
23|25/09/1998|999|2|19.42|23.85
24|26/07/1998|999|3|41.5|48.83
24|16/08/1998|350|4|40.21|49.34
24|17/08/1998|350|3|41.5|48.83
24|03/09/1998|999|4|39.01|49.34
24|19/09/1998|999|3|39.55|49.34
25|30/07/1998|999|3|100.17|127.74
25|23/09/1998|999|2|98.43|127.74
25|28/09/1998|999|2|99.8|126.48
26|16/08/1998|350|2|134.69|167.24
26|21/09/1998|999|2|130.65|167.24
26|28/09/1998|999|2|130.65|169.58
27|20/08/1998|350|3|39.88|49.27
27|21/09/1998|999|3|38.69|48.59
28|17/07/1998|999|3|179.79|214.24
28|10/09/1998|999|3|175.08|214.14
28|20/09/1998|999|3|171.99|213.39
29|02/07/1998|999|3|445.92|552.11
29|07/07/1998|999|2|451.64|552.11
29|10/08/1998|350|4|438.3|546.12
29|21/08/1998|350|3|445.92|552.11
29|26/08/1998|350|2|451.64|544.49
30|20/07/1998|999|3|8.86|10.79
31|30/07/1998|999|2|8.07|9.71
31|19/08/1998|350|2|8.07|9.85
31|17/09/1998|999|3|7.73|9.71
32|07/07/1998|999|3|60.28|73.43
33|02/08/1998|350|2|40.4|46.74
33|20/08/1998|350|3|39.88|46.74
34|18/08/1998|350|4|35.58|45.75
34|26/08/1998|350|3|35.45|45.59
34|13/09/1998|999|2|35.46|45.75
34|28/09/1998|999|3|34.39|46.23
35|13/08/1998|350|3|47.07|53.7
35|07/09/1998|999|2|43.8|53.7
35|17/09/1998|999|2|43.8|54.45
35|19/09/1998|999|4|41.84|53.7
35|23/09/1998|999|3|45.65|53.7
35|26/09/1998|999|2|44.59|53.89
35|28/09/1998|999|2|43.54|57.79
35|28/09/1998|999|3|43.77|57.19
36|27/07/1998|999|3|39.88|51.29
36|16/08/1998|350|2|40.4|51.29
37|12/07/1998|999|3|48.75|63.57
37|17/07/1998|999|3|48.75|63.57
37|30/07/1998|999|2|49.68|59.08
37|30/07/1998|999|3|52.7|59.29
37|30/07/1998|999|4|47.44|59.91
37|05/08/1998|350|4|48.76|62.94
37|09/08/1998|350|2|49.38|63.57
37|13/08/1998|350|3|51.78|59.08
37|20/08/1998|350|3|51.78|59.91
37|26/08/1998|350|2|49.38|62.69
37|01/09/1998|999|3|50.23|59.08
37|19/09/1998|999|3|51.12|59.29
37|28/09/1998|999|3|47.28|63.57
38|07/08/1998|350|2|26.93|34.67
38|19/08/1998|350|2|26.93|34.67
38|26/08/1998|350|2|27.36|34.29
39|22/07/1998|999|3|31.02|39.89
40|29/08/1998|350|2|40.64|47.45
40|17/09/1998|999|3|38.92|46.79
41|07/07/1998|999|4|38.81|46.79
41|07/08/1998|350|4|38.81|46.79
41|17/08/1998|350|3|40.12|46.79
41|20/08/1998|350|4|38.81|47.45
