119|2747|23/07/2000|3|999|1|7.58
119|3603|23/07/2000|3|999|1|7.58
119|4072|23/07/2000|3|999|1|7.58
119|5580|23/07/2000|3|999|1|7.58
119|11249|23/07/2000|3|999|1|7.58
119|759|31/07/2000|3|999|1|7.47
119|1117|31/07/2000|3|999|1|7.47
119|1239|31/07/2000|3|999|1|7.47
119|1915|31/07/2000|3|999|1|7.47
119|2170|31/07/2000|3|999|1|7.47
119|2421|31/07/2000|3|999|1|7.47
119|2772|31/07/2000|3|999|1|7.47
119|3571|31/07/2000|3|999|1|7.47
119|4023|31/07/2000|3|999|1|7.47
119|4242|31/07/2000|3|999|1|7.47
119|5205|31/07/2000|3|999|1|7.47
119|8466|31/07/2000|3|999|1|7.47
119|9682|31/07/2000|3|999|1|7.47
119|9726|31/07/2000|3|999|1|7.47
119|10072|31/07/2000|3|999|1|7.47
119|10198|31/07/2000|3|999|1|7.47
119|27322|31/07/2000|3|999|1|7.47
119|33751|31/07/2000|3|999|1|7.47
119|213|05/08/2000|2|999|1|7.47
119|869|05/08/2000|2|999|1|7.47
119|1130|05/08/2000|2|999|1|7.47
119|1882|05/08/2000|2|999|1|7.47
119|1976|05/08/2000|2|999|1|7.47
119|3544|05/08/2000|2|999|1|7.47
119|3731|05/08/2000|2|999|1|7.47
119|4380|05/08/2000|2|999|1|7.47
119|5072|05/08/2000|2|999|1|7.47
119|5079|05/08/2000|2|999|1|7.47
119|5623|05/08/2000|2|999|1|7.47
119|6119|05/08/2000|2|999|1|7.47
119|6163|05/08/2000|2|999|1|7.47
119|9322|05/08/2000|2|999|1|7.47
119|12773|05/08/2000|2|999|1|7.47
119|287|11/08/2000|2|999|1|7.47
119|1011|11/08/2000|2|999|1|7.47
119|1620|11/08/2000|2|999|1|7.47
119|1652|11/08/2000|2|999|1|7.47
119|1715|11/08/2000|2|999|1|7.47
119|2972|11/08/2000|2|999|1|7.47
119|3151|11/08/2000|2|999|1|7.47
119|3178|11/08/2000|2|999|1|7.47
119|4006|11/08/2000|2|999|1|7.47
119|6668|11/08/2000|2|999|1|7.47
119|8620|11/08/2000|2|999|1|7.47
119|8645|11/08/2000|2|999|1|7.47
119|11576|11/08/2000|2|999|1|7.47
119|12051|11/08/2000|2|999|1|7.47
119|23860|11/08/2000|2|999|1|7.47
119|1256|17/08/2000|3|999|1|7.58
119|4819|17/08/2000|3|999|1|7.58
119|6399|17/08/2000|3|999|1|7.58
119|10975|17/08/2000|3|999|1|7.58
119|11599|17/08/2000|3|999|1|7.58
119|13038|17/08/2000|3|999|1|7.58
119|339|21/08/2000|2|999|1|7.58
119|1953|21/08/2000|2|999|1|7.58
119|2999|21/08/2000|2|999|1|7.58
