20|3056|23/09/1999|3|999|1|638.81
20|3466|23/09/1999|3|999|1|638.81
20|3582|23/09/1999|3|999|1|638.81
20|3712|23/09/1999|3|999|1|638.81
20|3862|23/09/1999|3|999|1|638.81
20|3992|23/09/1999|3|999|1|638.81
20|4097|23/09/1999|3|999|1|638.81
20|4274|23/09/1999|3|999|1|638.81
20|4737|23/09/1999|3|999|1|638.81
20|5193|23/09/1999|3|999|1|638.81
20|5449|23/09/1999|3|999|1|638.81
20|5516|23/09/1999|3|999|1|638.81
20|5624|23/09/1999|3|999|1|638.81
20|5728|23/09/1999|3|999|1|638.81
20|5871|23/09/1999|3|999|1|638.81
20|6873|23/09/1999|3|999|1|638.81
20|7786|23/09/1999|3|999|1|638.81
20|7806|23/09/1999|3|999|1|638.81
20|8449|23/09/1999|3|999|1|638.81
20|8496|23/09/1999|3|999|1|638.81
20|8940|23/09/1999|3|999|1|638.81
20|9045|23/09/1999|3|999|1|638.81
20|9790|23/09/1999|3|999|1|638.81
20|10692|23/09/1999|3|999|1|638.81
20|11117|23/09/1999|3|999|1|638.81
20|11606|23/09/1999|3|999|1|638.81
20|13547|23/09/1999|3|999|1|638.81
20|26449|23/09/1999|3|999|1|638.81
20|29403|23/09/1999|3|999|1|638.81
20|33763|23/09/1999|3|999|1|638.81
20|266|23/09/1999|4|999|1|561.47
20|734|23/09/1999|4|999|1|561.47
20|1718|23/09/1999|4|999|1|561.47
20|3711|23/09/1999|4|999|1|561.47
20|7389|23/09/1999|4|999|1|561.47
20|7519|23/09/1999|4|999|1|561.47
20|7807|23/09/1999|4|999|1|561.47
20|9893|23/09/1999|4|999|1|561.47
20|11126|23/09/1999|4|999|1|561.47
20|12496|23/09/1999|4|999|1|561.47
20|12499|23/09/1999|4|999|1|561.47
20|13421|23/09/1999|4|999|1|561.47
20|30782|23/09/1999|4|999|1|561.47
20|40207|23/09/1999|4|999|1|561.47
20|36|26/09/1999|2|999|1|609.56
20|365|26/09/1999|2|999|1|609.56
20|1929|26/09/1999|2|999|1|609.56
20|2281|26/09/1999|2|999|1|609.56
20|2356|26/09/1999|2|999|1|609.56
20|2692|26/09/1999|2|999|1|609.56
20|3162|26/09/1999|2|999|1|609.56
20|3500|26/09/1999|2|999|1|609.56
20|4319|26/09/1999|2|999|1|609.56
20|5173|26/09/1999|2|999|1|609.56
20|5538|26/09/1999|2|999|1|609.56
20|6242|26/09/1999|2|999|1|609.56
20|6510|26/09/1999|2|999|1|609.56
20|6747|26/09/1999|2|999|1|609.56
20|6830|26/09/1999|2|999|1|609.56
20|7144|26/09/1999|2|999|1|609.56
20|8303|26/09/1999|2|999|1|609.56
20|9084|26/09/1999|2|999|1|609.56
20|10445|26/09/1999|2|999|1|609.56
20|19022|26/09/1999|2|999|1|609.56
20|36|26/09/1999|3|999|1|629.99
20|184|26/09/1999|3|999|1|629.99
20|400|26/09/1999|3|999|1|629.99
20|732|26/09/1999|3|999|1|629.99
20|1748|26/09/1999|3|999|1|629.99
20|3433|26/09/1999|3|999|1|629.99
20|6805|26/09/1999|3|999|1|629.99
20|9482|26/09/1999|3|999|1|629.99
20|9884|26/09/1999|3|999|1|629.99
20|10445|26/09/1999|3|999|1|629.99
20|22750|26/09/1999|3|999|1|629.99
20|35413|26/09/1999|3|999|1|629.99
21|5535|17/07/1999|4|999|1|842.21
21|8546|17/07/1999|4|999|1|842.21
21|746|20/07/1999|2|999|1|914.34
21|2757|20/07/1999|2|999|1|914.34
21|4786|20/07/1999|2|999|1|914.34
21|5541|20/07/1999|2|999|1|914.34
21|2356|30/07/1999|2|999|1|927.14
21|3626|30/07/1999|2|999|1|927.14
21|7797|30/07/1999|2|999|1|927.14
21|8303|30/07/1999|2|999|1|927.14
21|2270|30/07/1999|3|999|1|1200.19
21|3162|30/09/1999|3|999|1|1200.19
21|3203|30/07/1999|3|999|1|1200.19
21|6180|30/07/1999|3|999|1|1200.19
21|6830|30/07/1999|3|999|1|1200.19
21|9883|30/07/1999|3|999|1|1200.19
21|19017|30/07/1999|3|999|1|1200.19
21|2285|10/08/1999|2|999|1|914.34
21|3148|10/08/1999|2|999|1|914.34
21|3663|10/08/1999|2|999|1|914.34
21|3826|10/08/1999|2|999|1|914.34
21|9968|10/08/1999|2|999|1|914.34
21|14962|10/08/1999|2|999|1|914.34
21|34834|10/08/1999|2|999|1|914.34
21|2285|10/08/1999|3|999|1|1195.41
21|9778|10/08/1999|3|999|1|1195.41
21|19527|10/08/1999|3|999|1|1195.41
21|33739|10/08/1999|3|999|1|1195.41
21|38|20/08/1999|3|999|1|1212.15
21|746|20/08/1999|3|999|1|1212.15
21|1359|20/08/1999|3|999|1|1212.15
21|1394|20/08/1999|3|999|1|1212.15
21|1745|20/08/1999|3|999|1|1212.15
21|1783|20/08/1999|3|999|1|1212.15
21|2143|20/08/1999|3|999|1|1212.15
21|2267|20/08/1999|3|999|1|1212.15
21|2572|20/08/1999|3|999|1|1212.15
21|2592|20/08/1999|3|999|1|1212.15
21|2605|20/08/1999|3|999|1|1212.15
21|2757|20/08/1999|3|999|1|1212.15
21|2910|20/08/1999|3|999|1|1212.15
21|3751|20/08/1999|3|999|1|1212.15
21|4650|20/08/1999|3|999|1|1212.15
21|4786|20/08/1999|3|999|1|1212.15
21|5046|20/08/1999|3|999|1|1212.15
21|5403|20/08/1999|3|999|1|1212.15
21|5541|20/08/1999|3|999|1|1212.15
21|6039|20/08/1999|3|999|1|1212.15
21|8090|20/08/1999|3|999|1|1212.15
21|8114|20/08/1999|3|999|1|1212.15
21|9189|20/08/1999|3|999|1|1212.15
21|9452|20/08/1999|3|999|1|1212.15
21|11090|20/08/1999|3|999|1|1212.15
21|11815|20/08/1999|3|999|1|1212.15
21|20966|20/08/1999|3|999|1|1212.15
21|31473|20/08/1999|3|999|1|1212.15
21|13983|23/08/1999|4|999|1|842.21
21|14822|23/08/1999|4|999|1|842.21
21|2457|12/09/1999|4|999|1|842.21
21|3319|12/09/1999|4|999|1|842.21
21|4250|12/09/1999|4|999|1|842.21
21|7929|12/09/1999|4|999|1|842.21
21|22478|12/09/1999|4|999|1|842.21
21|47174|12/09/1999|4|999|1|842.21
21|184|17/09/1999|4|999|1|842.21
21|1886|17/09/1999|4|999|1|842.21
21|2673|17/09/1999|4|999|1|842.21
21|3782|17/09/1999|4|999|1|842.21
21|4473|17/09/1999|4|999|1|842.21
21|6098|17/09/1999|4|999|1|842.21
21|6385|17/09/1999|4|999|1|842.21
21|7363|17/09/1999|4|999|1|842.21
21|9657|17/09/1999|4|999|1|842.21
21|17630|17/09/1999|4|999|1|842.21
21|20371|17/09/1999|4|999|1|842.21
21|184|26/09/1999|4|999|1|842.21
21|1203|26/09/1999|4|999|1|842.21
21|1323|26/09/1999|4|999|1|842.21
21|1593|26/09/1999|4|999|1|842.21
21|2858|26/09/1999|4|999|1|842.21
21|2901|26/09/1999|4|999|1|842.21
21|6555|26/09/1999|4|999|1|842.21
21|7754|26/09/1999|4|999|1|842.21
21|8583|26/09/1999|4|999|1|842.21
21|12458|26/09/1999|4|999|1|842.21
22|7497|19/07/1999|4|999|1|23.38
22|117|26/07/1999|4|999|1|23.38
22|1335|26/07/1999|4|999|1|23.38
22|3463|26/07/1999|4|999|1|23.38
22|10742|26/07/1999|4|999|1|23.38
22|11800|26/07/1999|4|999|1|23.38
22|1659|23/08/1999|4|999|1|23.8
22|3873|23/08/1999|4|999|1|23.8
22|6463|23/08/1999|4|999|1|23.8
22|13983|23/08/1999|4|999|1|23.8
22|14822|23/08/1999|4|999|1|23.8
22|12499|25/08/1999|4|999|1|23.38
22|117|26/08/1999|4|999|1|23.38
22|1335|26/08/1999|4|999|1|23.38
22|5774|26/08/1999|4|999|1|23.38
22|5859|26/08/1999|4|999|1|23.38
22|10742|26/08/1999|4|999|1|23.38
22|11800|26/08/1999|4|999|1|23.38
22|12147|26/08/1999|4|999|1|23.38
22|5719|03/09/1999|4|999|1|23.38
22|9602|03/09/1999|4|999|1|23.38
22|2815|12/09/1999|4|999|1|23.38
22|21605|12/09/1999|4|999|1|23.38
22|266|21/09/1999|4|999|1|23.38
22|8349|23/09/1999|4|999|1|23.38
22|439|25/09/1999|4|999|1|23.38
22|10742|25/09/1999|4|999|1|23.38
22|1927|26/09/1999|4|999|1|23.38
22|2469|26/09/1999|4|999|1|23.38
22|2930|26/09/1999|4|999|1|23.38
22|6919|26/09/1999|4|999|1|23.38
23|2713|02/07/1999|3|999|1|25.05
23|3673|02/07/1999|3|999|1|25.05
23|4489|02/07/1999|3|999|1|25.05
23|5334|02/07/1999|3|999|1|25.05
23|5497|02/07/1999|3|999|1|25.05
23|7339|02/07/1999|3|999|1|25.05
23|9171|02/07/1999|3|999|1|25.05
23|9853|02/07/1999|3|999|1|25.05
23|10208|02/07/1999|3|999|1|25.05
23|45150|02/07/1999|3|999|1|25.05
23|996|07/07/1999|2|999|1|22.34
23|119|07/07/1999|3|999|1|24.71
23|486|07/07/1999|3|999|1|24.71
23|1339|07/07/1999|3|999|1|24.71
23|1736|07/07/1999|3|999|1|24.71
23|2454|07/07/1999|3|999|1|24.71
23|2558|07/07/1999|3|999|1|24.71
23|2629|07/07/1999|3|999|1|24.71
23|2659|07/07/1999|3|999|1|24.71
23|3663|07/07/1999|3|999|1|24.71
23|5201|07/07/1999|3|999|1|24.71
23|5370|07/07/1999|3|999|1|24.71
23|8585|07/07/1999|3|999|1|24.71
23|11540|07/07/1999|3|999|1|24.71
23|13018|07/07/1999|3|999|1|24.71
23|14962|07/07/1999|3|999|1|24.71
23|996|08/07/1999|3|999|1|25.05
23|3102|08/07/1999|3|999|1|25.05
23|5011|08/07/1999|3|999|1|25.05
23|5953|08/07/1999|3|999|1|25.05
23|6556|08/07/1999|3|999|1|25.05
23|8178|08/07/1999|3|999|1|25.05
23|8476|08/07/1999|3|999|1|25.05
23|11048|08/07/1999|3|999|1|25.05
23|38924|08/07/1999|3|999|1|25.05
23|46054|08/07/1999|3|999|1|25.05
23|282|10/07/1999|3|999|1|24.71
23|562|10/07/1999|3|999|1|24.71
23|1337|10/07/1999|3|999|1|24.71
23|2307|10/07/1999|3|999|1|24.71
23|2352|10/07/1999|3|999|1|24.71
23|2493|10/07/1999|3|999|1|24.71
23|2617|10/07/1999|3|999|1|24.71
23|3314|10/07/1999|3|999|1|24.71
23|4204|10/07/1999|3|999|1|24.71
23|4356|10/07/1999|3|999|1|24.71
23|5228|10/07/1999|3|999|1|24.71
23|9739|10/07/1999|3|999|1|24.71
23|10698|10/07/1999|3|999|1|24.71
23|24561|10/07/1999|3|999|1|24.71
23|10177|12/07/1999|2|999|1|22.34
23|374|12/07/1999|3|999|1|25.05
23|406|12/07/1999|3|999|1|25.05
23|1358|12/07/1999|3|999|1|25.05
23|1764|12/07/1999|3|999|1|25.05
23|2278|12/07/1999|3|999|1|25.05
23|2724|12/07/1999|3|999|1|25.05
23|4825|12/07/1999|3|999|1|25.05
23|5712|12/07/1999|3|999|1|25.05
23|5831|12/07/1999|3|999|1|25.05
23|6754|12/07/1999|3|999|1|25.05
23|7234|12/07/1999|3|999|1|25.05
23|8003|12/07/1999|3|999|1|25.05
23|8900|12/07/1999|3|999|1|25.05
23|9471|12/07/1999|3|999|1|25.05
23|10252|12/07/1999|3|999|1|25.05
23|10578|12/07/1999|3|999|1|25.05
23|10668|12/07/1999|3|999|1|25.05
23|11180|12/07/1999|3|999|1|25.05
23|13035|12/07/1999|3|999|1|25.05
23|28676|12/07/1999|3|999|1|25.05
23|7635|12/07/1999|4|999|1|20.58
23|9703|12/07/1999|4|999|1|20.58
23|3135|13/07/1999|2|999|1|22.34
